price,condition,mileage,year_built,engine,location,company,model
23900,Used,189999,2008,1598,Selangor,Toyota,Altis
40888,Used,84999,2013,1798,Johor,Toyota,Altis
56800,Used,79999,2014,1798,Johor,Toyota,Altis
27800,Used,139999,2009,1794,Selangor,Toyota,Altis
70800,Used,89999,2015,1798,Penang,Toyota,Altis
24800,Used,299999,2009,1598,Kuala Lumpur,Toyota,Altis
66800,Used,109999,2014,1987,Sabah,Toyota,Altis
25000,Used,249999,2008,1794,Kuala Lumpur,Toyota,Altis
60800,Used,109999,2015,1798,Johor,Toyota,Altis
34800,Used,119999,2011,1987,Kuala Lumpur,Toyota,Altis
26500,Used,299999,2008,1794,Melaka,Toyota,Altis
35888,Used,119999,2011,1798,Perak,Toyota,Altis
37000,Used,109999,2012,1798,Melaka,Toyota,Altis
65000,Used,79999,2015,1798,Johor,Toyota,Altis
49998,Used,79999,2014,1798,Selangor,Toyota,Altis
69800,Used,94999,2015,1798,Johor,Toyota,Altis
24800,Used,129999,2008,1794,Kuala Lumpur,Toyota,Altis
65800,Used,199999,2014,1798,Sarawak,Toyota,Altis
58800,Used,59999,2014,1798,Penang,Toyota,Altis
63800,Used,179999,2014,1987,Perak,Toyota,Altis
98000,Used,129999,2019,1798,Selangor,Toyota,Altis
59800,Used,64999,2015,1987,Kuala Lumpur,Toyota,Altis
30990,Used,84999,2011,1798,Selangor,Toyota,Altis
75800,Used,74999,2017,1798,Selangor,Toyota,Altis
24800,Used,129999,2008,1794,Kuala Lumpur,Toyota,Altis
39800,Used,94999,2013,1798,Johor,Toyota,Altis
59500,Used,139999,2014,1798,Penang,Toyota,Altis
35800,Used,139999,2011,1987,Perak,Toyota,Altis
53800,Used,94999,2015,1798,Selangor,Toyota,Altis
55900,Used,89999,2014,1798,Selangor,Toyota,Altis
45900,Used,99999,2013,1987,Selangor,Toyota,Altis
43500,Used,189999,2013,1987,Kuala Lumpur,Toyota,Altis
49800,Used,54999,2015,1798,Sarawak,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
45900,Used,109999,2013,1987,Selangor,Toyota,Altis
53800,Used,84999,2015,1798,Kuala Lumpur,Toyota,Altis
60999,Used,64999,2015,1987,Johor,Toyota,Altis
83800,Used,89999,2019,1798,Kuala Lumpur,Toyota,Altis
65800,Used,89999,2016,1798,Kuala Lumpur,Toyota,Altis
39800,Used,109999,2012,1798,Perak,Toyota,Altis
35800,Used,109999,2010,1798,Johor,Toyota,Altis
38800,Used,99999,2012,1798,Kuala Lumpur,Toyota,Altis
43999,Used,109999,2013,1987,Terengganu,Toyota,Altis
41800,Used,74999,2013,1798,Johor,Toyota,Altis
45900,Used,109999,2013,1987,Selangor,Toyota,Altis
68800,Used,119999,2015,1798,Penang,Toyota,Altis
79800,Used,64999,2019,1798,Johor,Toyota,Altis
32800,Used,159999,2010,1987,Perak,Toyota,Altis
57999,Used,79999,2015,1798,Johor,Toyota,Altis
53999,Used,74999,2015,1798,Johor,Toyota,Altis
38800,Used,149999,2013,1798,Johor,Toyota,Altis
32800,Used,109999,2011,1798,Johor,Toyota,Altis
59800,Used,109999,2015,1798,Johor,Toyota,Altis
67800,Used,74999,2015,1798,Penang,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
83800,Used,79999,2017,1798,Johor,Toyota,Altis
57999,Used,89999,2015,1798,Johor,Toyota,Altis
27800,Used,109999,2008,1794,Selangor,Toyota,Altis
80999,Used,Used,Used,Used,Selangor,Toyota,Altis
83800,Used,64999,2017,1798,Johor,Toyota,Altis
112800,Used,29999,2019,1798,Johor,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
55800,Used,79999,2014,1798,Kuala Lumpur,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
24900,Used,129999,2008,1794,Selangor,Toyota,Altis
83800,Used,84999,2017,1798,Johor,Toyota,Altis
39800,Used,129999,2012,1798,Johor,Toyota,Altis
29000,Used,109999,2011,1798,Johor,Toyota,Altis
79800,Used,79999,2019,1798,Johor,Toyota,Altis
59800,Used,84999,2015,1798,Selangor,Toyota,Altis
79800,Used,59999,2017,1987,Selangor,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
33500,Used,159999,2011,1798,Pahang,Toyota,Altis
33500,Used,159999,2011,1798,Pahang,Toyota,Altis
45900,Used,109999,2013,1987,Selangor,Toyota,Altis
82800,Used,79999,2017,1798,Johor,Toyota,Altis
59800,Used,74999,2015,1798,Sarawak,Toyota,Altis
105999,Used,49999,2019,1798,Kuala Lumpur,Toyota,Altis
32999,Used,84999,2011,1798,Johor,Toyota,Altis
34800,Used,Used,Used,Used,Selangor,Toyota,Altis
?72800,Used,64999,2016,1798,Johor,Toyota,Altis
25800,Used,169999,2010,1598,Johor,Toyota,Altis
22500,Used,109999,2009,1794,Sarawak,Toyota,Altis
29800,Used,24999,2013,1798,Sarawak,Toyota,Altis
79900,Used,49999,2018,1987,Selangor,Toyota,Altis
79900,Used,59999,2018,1987,Selangor,Toyota,Altis
29000,Used,54999,2010,1798,Selangor,Toyota,Altis
39800,Used,94999,2011,1794,Kuala Lumpur,Toyota,Altis
39500,Used,109999,2012,1798,Kuala Lumpur,Toyota,Altis
28800,Used,89999,2010,1794,Kuala Lumpur,Toyota,Altis
51800,Used,179999,2014,1798,Kuala Lumpur,Toyota,Altis
64999,Used,84999,2016,1798,Johor,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
82800,Used,64999,2017,1798,Penang,Toyota,Altis
70800,Used,74999,2016,1798,Kuala Lumpur,Toyota,Altis
68800,Used,109999,2015,1798,Penang,Toyota,Altis
79800,Used,74999,2018,1798,Johor,Toyota,Altis
27880,Used,109999,2010,1794,Selangor,Toyota,Altis
65850,Used,Used,Used,Used,Kuala Lumpur,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
35800,Used,84999,2011,1794,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
29800,Used,89999,2011,1798,Selangor,Toyota,Altis
28000,Used,84999,2010,1798,Selangor,Toyota,Altis
30990,Used,89999,2011,1798,Selangor,Toyota,Altis
28800,Used,109999,2010,1794,Selangor,Toyota,Altis
47800,Used,159999,2013,1987,Johor,Toyota,Altis
29800,Used,159999,2010,1794,Selangor,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
49500,Used,49999,2013,1987,Johor,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
72800,Used,119999,2016,1798,Johor,Toyota,Altis
39800,Used,94999,2008,1794,Kuala Lumpur,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
83800,Used,79999,2017,1798,Johor,Toyota,Altis
39800,Used,129999,2012,1798,Johor,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
45800,Used,94999,2012,1798,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
58800,Used,109999,2014,1987,Penang,Toyota,Altis
54800,Used,109999,2014,1798,Pahang,Toyota,Altis
57999,Used,59999,2015,1798,Johor,Toyota,Altis
28800,Used,199999,2008,1794,Johor,Toyota,Altis
57999,Used,84999,2015,1798,Johor,Toyota,Altis
29900,Used,149999,2011,1798,Selangor,Toyota,Altis
114800,Used,39999,2019,1798,Penang,Toyota,Altis
62800,Used,139999,2014,1987,Selangor,Toyota,Altis
67800,Used,109999,2015,1798,Melaka,Toyota,Altis
69800,Used,94999,2015,1798,Johor,Toyota,Altis
59999,Used,64999,2014,1987,Johor,Toyota,Altis
68800,Used,89999,2015,1987,Johor,Toyota,Altis
38999,Used,189999,2012,1798,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
65800,Used,199999,2014,1798,Sarawak,Toyota,Altis
81800,Used,64999,2016,1987,Johor,Toyota,Altis
79999,Used,79999,2018,1798,Johor,Toyota,Altis
46888,Used,99999,2013,1798,Selangor,Toyota,Altis
60999,Used,64999,2015,1987,Johor,Toyota,Altis
66800,Used,119999,2015,1798,Penang,Toyota,Altis
46000,Used,139999,2013,1987,Negeri Sembilan,Toyota,Altis
58900,Used,94999,2014,1987,Kuala Lumpur,Toyota,Altis
60999,Used,79999,2015,1987,Johor,Toyota,Altis
57420,Used,74999,2014,1987,Selangor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
71999,Used,69999,2017,1987,Johor,Toyota,Altis
67800,Used,189999,2016,1798,Kedah,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
34999,Used,169999,2011,1798,Penang,Toyota,Altis
32800,Used,109999,2010,1794,Johor,Toyota,Altis
27500,Used,4999,2009,1794,Johor,Toyota,Altis
79900,Used,54999,2018,1987,Selangor,Toyota,Altis
32800,Used,129999,2010,1794,Kuala Lumpur,Toyota,Altis
63800,Used,149999,2014,1987,Melaka,Toyota,Altis
54500,Used,84999,2013,1987,Kuala Lumpur,Toyota,Altis
27500,Used,4999,2009,1794,Selangor,Toyota,Altis
51700,Used,74999,2014,1798,Selangor,Toyota,Altis
29800,Used,84999,2009,1794,Johor,Toyota,Altis
29800,Used,89999,2008,1794,Johor,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
60000,Used,79999,2014,1798,Johor,Toyota,Altis
89000,Used,29999,2017,1987,Johor,Toyota,Altis
82900,Used,44999,2018,1798,Perak,Toyota,Altis
26888,Used,129999,2010,1794,Johor,Toyota,Altis
79000,Used,94999,2017,1987,Penang,Toyota,Altis
56800,Used,119999,2014,1798,Kedah,Toyota,Altis
31800,Used,149999,2010,1794,Selangor,Toyota,Altis
58000,Used,119999,2014,1798,Selangor,Toyota,Altis
39500,Used,109999,2012,1798,Kuala Lumpur,Toyota,Altis
29800,Used,94999,2008,1794,Johor,Toyota,Altis
55800,Used,99999,2014,1798,Johor,Toyota,Altis
42800,Used,89999,2013,1798,Johor,Toyota,Altis
36800,Used,109999,2012,1798,Kuala Lumpur,Toyota,Altis
71999,Used,59999,2017,1987,Johor,Toyota,Altis
60800,Used,109999,2015,1798,Johor,Toyota,Altis
30000,Used,99999,2010,1794,Selangor,Toyota,Altis
37800,Used,119999,2011,1794,Penang,Toyota,Altis
66800,Used,149999,2014,1987,Perak,Toyota,Altis
32800,Used,249999,2011,1798,Perak,Toyota,Altis
36800,Used,109999,2010,1987,Selangor,Toyota,Altis
76800,Used,64999,2016,1987,Perak,Toyota,Altis
68800,Used,94999,2014,1987,Johor,Toyota,Altis
39900,Used,129999,2011,1798,Sabah,Toyota,Altis
33788,Used,109999,2012,1798,Selangor,Toyota,Altis
60999,Used,69999,2015,1987,Johor,Toyota,Altis
37800,Used,109999,2011,1798,Selangor,Toyota,Altis
25999,Used,139999,2008,1794,Kuala Lumpur,Toyota,Altis
45800,Used,94999,2013,1798,Perak,Toyota,Altis
59800,Used,89999,2015,1987,Johor,Toyota,Altis
61888,Used,99999,2015,1798,Selangor,Toyota,Altis
39800,Used,94999,2011,1798,Kuala Lumpur,Toyota,Altis
32999,Used,109999,2011,1798,Johor,Toyota,Altis
32999,Used,84999,2011,1798,Johor,Toyota,Altis
50800,Used,94999,2014,1798,Kuala Lumpur,Toyota,Altis
33500,Used,119999,2009,1794,Sabah,Toyota,Altis
79800,Used,64999,2017,1798,Penang,Toyota,Altis
40800,Used,169999,2013,1798,Johor,Toyota,Altis
93800,Used,24999,2019,1987,Johor,Toyota,Altis
63800,Used,109999,2015,1798,Perak,Toyota,Altis
49777,Used,89999,2014,1798,Kedah,Toyota,Altis
29800,Used,149999,2009,1794,Sarawak,Toyota,Altis
64800,Used,74999,2014,1987,Johor,Toyota,Altis
27500,Used,299999,2009,1794,Pahang,Toyota,Altis
35800,Used,129999,2012,1598,Perak,Toyota,Altis
60800,Used,79999,2014,1798,Johor,Toyota,Altis
35888,Used,129999,2011,1798,Penang,Toyota,Altis
49777,Used,4999,2014,1798,Kedah,Toyota,Altis
36800,Used,109999,2010,1987,Selangor,Toyota,Altis
65800,Used,74999,2014,1987,Johor,Toyota,Altis
55800,Used,84999,2014,1798,Selangor,Toyota,Altis
66800,Used,64999,2015,1798,Perak,Toyota,Altis
83990,Used,44999,2019,1798,Selangor,Toyota,Altis
67888,Used,149999,2015,1798,Penang,Toyota,Altis
81990,Used,34999,2019,1798,Selangor,Toyota,Altis
38000,Used,139999,2011,1987,Selangor,Toyota,Altis
37500,Used,129999,2013,1798,Selangor,Toyota,Altis
59800,Used,99999,2014,1798,Selangor,Toyota,Altis
39800,Used,Used,Used,Used,Perak,Toyota,Altis
60800,Used,74999,2014,1987,Johor,Toyota,Altis
37800,Used,149999,2011,1794,Perak,Toyota,Altis
27000,Used,249999,2008,1794,Kuala Lumpur,Toyota,Altis
46900,Used,94999,2013,1987,Kuala Lumpur,Toyota,Altis
31000,Used,159999,2008,1794,Pahang,Toyota,Altis
44800,Used,64999,2012,1987,Pahang,Toyota,Altis
43800,Used,94999,2012,1987,Selangor,Toyota,Altis
49900,Used,89999,2015,1798,Selangor,Toyota,Altis
32999,Used,99999,2011,1598,Johor,Toyota,Altis
49900,Used,94999,2015,1798,Selangor,Toyota,Altis
51000,Used,99999,2014,1798,Kuala Lumpur,Toyota,Altis
54500,Used,84999,2013,1987,Johor,Toyota,Altis
24800,Used,119999,2009,1794,Kuala Lumpur,Toyota,Altis
35800,Used,129999,2011,1598,Penang,Toyota,Altis
82800,Used,69999,2017,1798,Penang,Toyota,Altis
49900,Used,89999,2014,1798,Selangor,Toyota,Altis
67800,Used,129999,2014,1987,Johor,Toyota,Altis
60800,Used,79999,2014,1987,Johor,Toyota,Altis
64800,Used,109999,2015,1798,Penang,Toyota,Altis
32000,Used,129999,2011,1598,Pahang,Toyota,Altis
29800,Used,94999,2009,1794,Johor,Toyota,Altis
60800,Used,84999,2014,1987,Johor,Toyota,Altis
112800,Used,29999,2019,1798,Johor,Toyota,Altis
54500,Used,89999,2014,1987,Selangor,Toyota,Altis
38800,Used,99999,2013,1798,Selangor,Toyota,Altis
77800,Used,79999,2017,1798,Penang,Toyota,Altis
66800,Used,84999,2014,1987,Perak,Toyota,Altis
109800,Used,89999,2019,1798,Perak,Toyota,Altis
63800,Used,99999,2014,1798,Johor,Toyota,Altis
46900,Used,99999,2013,1987,Kuala Lumpur,Toyota,Altis
69800,Used,74999,2016,1798,Johor,Toyota,Altis
60800,Used,89999,2014,1987,Johor,Toyota,Altis
54500,Used,84999,2013,1987,Selangor,Toyota,Altis
60800,Used,79999,2015,1987,Johor,Toyota,Altis
65800,Used,109999,2015,1798,Penang,Toyota,Altis
79800,Used,79999,2019,1798,Johor,Toyota,Altis
57999,Used,74999,2015,1798,Johor,Toyota,Altis
24800,Used,249999,2008,1794,Kuala Lumpur,Toyota,Altis
82800,Used,79999,2017,1798,Johor,Toyota,Altis
43800,Used,119999,2013,1798,Johor,Toyota,Altis
86800,Used,99999,2018,1798,Penang,Toyota,Altis
63500,Used,19999,2014,1798,Sarawak,Toyota,Altis
62800,Used,129999,2014,1798,Melaka,Toyota,Altis
71999,Used,74999,2017,1987,Johor,Toyota,Altis
69800,Used,94999,2014,1987,Johor,Toyota,Altis
68800,Used,94999,2014,1987,Johor,Toyota,Altis
68800,Used,84999,2014,1987,Johor,Toyota,Altis
43500,Used,179999,2012,1798,Johor,Toyota,Altis
112800,Used,79999,2019,1798,Selangor,Toyota,Altis
78800,Used,94999,2017,1987,Penang,Toyota,Altis
35800,Used,84999,2011,1794,Johor,Toyota,Altis
26800,Used,189999,2009,1794,Selangor,Toyota,Altis
71999,Used,44999,2017,1987,Johor,Toyota,Altis
63888,Used,79999,2014,1987,Selangor,Toyota,Altis
38700,Used,84999,2013,1987,Selangor,Toyota,Altis
28000,Used,4999,2013,1598,Kedah,Toyota,Altis
79800,Used,79999,2017,1798,Melaka,Toyota,Altis
49900,Used,89999,2015,1798,Selangor,Toyota,Altis
30000,Used,189999,2010,1794,Negeri Sembilan,Toyota,Altis
28800,Used,149999,2009,1794,Perak,Toyota,Altis
35900,Used,84999,2011,1987,Selangor,Toyota,Altis
31800,Used,129999,2009,1794,Selangor,Toyota,Altis
61800,Used,109999,2014,1987,Selangor,Toyota,Altis
20800,Used,74999,2009,1794,Kuala Lumpur,Toyota,Altis
59800,Used,89999,2014,1798,Sarawak,Toyota,Altis
71999,Used,69999,2016,1987,Johor,Toyota,Altis
59800,Used,94999,2014,1798,Penang,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
79800,Used,19999,2017,1798,Johor,Toyota,Altis
37800,Used,89999,2011,1798,Kuala Lumpur,Toyota,Altis
28888,Used,139999,2008,1598,Penang,Toyota,Altis
28800,Used,189999,2008,1794,Perak,Toyota,Altis
65000,Used,84999,2015,1798,Kuala Lumpur,Toyota,Altis
39800,Used,149999,2012,1798,Johor,Toyota,Altis
62999,Used,79999,2014,1987,Johor,Toyota,Altis
70800,Used,109999,2015,1798,Penang,Toyota,Altis
32900,Used,49999,2011,1798,Perak,Toyota,Altis
37800,Used,94999,2011,1798,Kuala Lumpur,Toyota,Altis
88999,Used,54999,2019,1798,Johor,Toyota,Altis
77800,Used,79999,2017,1798,Penang,Toyota,Altis
40800,Used,109999,2012,1798,Johor,Toyota,Altis
42800,Used,129999,2012,1798,Selangor,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
39900,Used,99999,2013,1798,Selangor,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
29880,Used,139999,2011,1794,Selangor,Toyota,Altis
29800,Used,84999,2009,1794,Johor,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
64800,Used,99999,2015,1798,Selangor,Toyota,Altis
28900,Used,119999,2008,1794,Kuala Lumpur,Toyota,Altis
63999,Used,84999,2015,1987,Selangor,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
63800,Used,84999,2014,1987,Kuala Lumpur,Toyota,Altis
27888,Used,119999,2008,1598,Johor,Toyota,Altis
49900,Used,89999,2015,1798,Selangor,Toyota,Altis
67800,Used,84999,2014,1987,Johor,Toyota,Altis
69999,Used,79999,2016,1798,Johor,Toyota,Altis
26800,Used,159999,2009,1794,Kelantan,Toyota,Altis
27888,Used,4999,2009,1598,Selangor,Toyota,Altis
66800,Used,109999,2015,1798,Selangor,Toyota,Altis
27800,Used,179999,2008,1794,Perak,Toyota,Altis
65800,Used,89999,2015,1798,Johor,Toyota,Altis
35888,Used,129999,2011,1798,Penang,Toyota,Altis
59800,Used,129999,2014,1798,Selangor,Toyota,Altis
31888,Used,249999,2008,1794,Johor,Toyota,Altis
54800,Used,74999,2014,1798,Johor,Toyota,Altis
70800,Used,109999,2015,1798,Penang,Toyota,Altis
74800,Used,74999,2016,1798,Johor,Toyota,Altis
26500,Used,249999,2009,1598,Selangor,Toyota,Altis
38500,Used,109999,2012,1798,Sabah,Toyota,Altis
105500,Used,39999,2019,1798,Johor,Toyota,Altis
65800,Used,84999,2015,1798,Perak,Toyota,Altis
32888,Used,79999,2010,1794,Kuala Lumpur,Toyota,Altis
50000,Used,249999,2014,1798,Selangor,Toyota,Altis
53800,Used,84999,2013,1987,Sarawak,Toyota,Altis
80800,Used,109999,2018,1798,Selangor,Toyota,Altis
69723,Used,119999,2017,1798,Selangor,Toyota,Altis
57800,Used,109999,2014,1798,Perak,Toyota,Altis
103900,Used,44999,2019,1798,Selangor,Toyota,Altis
57999,Used,79999,2015,1798,Johor,Toyota,Altis
73000,Used,69999,2016,1798,Melaka,Toyota,Altis
39800,Used,109999,2012,1798,Johor,Toyota,Altis
67800,Used,84999,2014,1987,Johor,Toyota,Altis
66800,Used,129999,2015,1798,Perak,Toyota,Altis
30000,Used,99999,2009,1794,Penang,Toyota,Altis
31888,Used,109999,2008,1794,Kuala Lumpur,Toyota,Altis
55000,Used,59999,2014,1798,Johor,Toyota,Altis
24888,Used,129999,2008,1598,Penang,Toyota,Altis
30000,Used,189999,2010,1794,Selangor,Toyota,Altis
67800,Used,84999,2014,1987,Johor,Toyota,Altis
32800,Used,189999,2010,1794,Penang,Toyota,Altis
38888,Used,129999,2010,1987,Selangor,Toyota,Altis
27448,Used,4999,2008,1794,Kedah,Toyota,Altis
35800,Used,129999,2010,1798,Johor,Toyota,Altis
74800,Used,79999,2017,1798,Penang,Toyota,Altis
61800,Used,139999,2015,1798,Johor,Toyota,Altis
79800,Used,54999,2017,1987,Selangor,Toyota,Altis
28800,Used,129999,2008,1794,Johor,Toyota,Altis
83800,Used,74999,2017,1798,Kedah,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
84800,Used,94999,2017,1798,Kedah,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
35800,Used,94999,2011,1798,Johor,Toyota,Altis
28500,Used,129999,2010,1798,Selangor,Toyota,Altis
115800,Used,94999,2019,1798,Selangor,Toyota,Altis
43800,Used,99999,2013,1798,Perak,Toyota,Altis
57999,Used,59999,2015,1798,Johor,Toyota,Altis
43300,Used,109999,2012,1798,Kuala Lumpur,Toyota,Altis
40800,Used,84999,2012,1798,Johor,Toyota,Altis
63888,Used,79999,2014,1987,Kuala Lumpur,Toyota,Altis
75800,Used,139999,2018,1987,Selangor,Toyota,Altis
28800,Used,139999,2009,1794,Penang,Toyota,Altis
45500,Used,399999,2008,1598,Sarawak,Toyota,Altis
66800,Used,84999,2016,1798,Johor,Toyota,Altis
28800,Used,4999,2013,1598,Kedah,Toyota,Altis
40800,New,84999,2012,1798,Johor,Toyota,Altis
28800,Used,139999,2008,1598,Johor,Toyota,Altis
72800,Used,89999,2015,1987,Penang,Toyota,Altis
63888,Used,74999,2014,1987,Selangor,Toyota,Altis
115000,Used,29999,2019,1798,Sarawak,Toyota,Altis
79999,Used,54999,2019,1798,Johor,Toyota,Altis
38800,Used,139999,2011,1798,Johor,Toyota,Altis
73900,Used,79999,2017,1987,Selangor,Toyota,Altis
67800,Used,84999,2014,1987,Johor,Toyota,Altis
75800,Used,74999,2017,1798,Selangor,Toyota,Altis
103999,Used,44999,2019,1798,Johor,Toyota,Altis
57800,Used,94999,2014,1798,Kuala Lumpur,Toyota,Altis
67800,Used,84999,2014,1987,Johor,Toyota,Altis
19990,Used,109999,2008,1495,Selangor,Toyota,Avanza
21800,Used,99999,2008,1495,Selangor,Toyota,Avanza
27999,Used,169999,2011,1495,Sabah,Toyota,Avanza
28800,Used,89999,2011,1495,Selangor,Toyota,Avanza
46800,Used,49999,2017,1496,Selangor,Toyota,Avanza
57800,Used,69999,2016,1496,Kedah,Toyota,Avanza
46800,,,,,Selangor,Toyota,Avanza
58800,Used,74999,2018,1496,Penang,Toyota,Avanza
38800,Used,89999,2013,1495,Penang,Toyota,Avanza
16980,Used,129999,2009,1495,Selangor,Toyota,Avanza
20800,Used,89999,2008,1298,Kuala Lumpur,Toyota,Avanza
27800,Used,109999,2009,1495,Perak,Toyota,Avanza
55800,Used,44999,2018,1496,Johor,Toyota,Avanza
34800,Used,84999,2012,1495,Kuala Lumpur,Toyota,Avanza
46800,Used,139999,2015,1495,Sarawak,Toyota,Avanza
46800,Used,94999,2016,1496,Selangor,Toyota,Avanza
31500,Used,119999,2012,1495,Selangor,Toyota,Avanza
57500,Used,149999,2018,1496,Johor,Toyota,Avanza
27688,Used,119999,2010,1495,Selangor,Toyota,Avanza
84000,Used,44999,2019,1496,Sabah,Toyota,Avanza
24500,Used,139999,2009,1495,Kuala Lumpur,Toyota,Avanza
57000,Used,89999,2015,1496,Sabah,Toyota,Avanza
77000,Used,54999,2018,1496,Sabah,Toyota,Avanza
34800,Used,109999,2012,1495,Perak,Toyota,Avanza
84000,Used,64999,2019,1496,Sabah,Toyota,Avanza
66000,Used,69999,2016,1496,Sabah,Toyota,Avanza
69000,Used,59999,2017,1496,Sabah,Toyota,Avanza
39900,Used,149999,2010,1495,Sarawak,Toyota,Avanza
17800,Used,159999,2008,1298,Kuala Lumpur,Toyota,Avanza
34800,Used,94999,2012,1495,Kuala Lumpur,Toyota,Avanza
28800,Used,129999,2010,1495,Pahang,Toyota,Avanza
34800,Used,94999,2012,1495,Selangor,Toyota,Avanza
22800,Used,149999,2008,1495,Penang,Toyota,Avanza
72900,Used,64999,2021,1496,Selangor,Toyota,Avanza
52800,Used,84999,2018,1496,Kuala Lumpur,Toyota,Avanza
54800,Used,79999,2018,1496,Selangor,Toyota,Avanza
37999,Used,129999,2012,1495,Sabah,Toyota,Avanza
29800,Used,119999,2010,1495,Selangor,Toyota,Avanza
49800,Used,74999,2018,1496,Kuala Lumpur,Toyota,Avanza
25800,Used,129999,2010,1495,Penang,Toyota,Avanza
22222,Used,109999,2009,1495,Kedah,Toyota,Avanza
24940,Used,119999,2008,1495,Selangor,Toyota,Avanza
72900,Used,59999,2020,1496,Selangor,Toyota,Avanza
53800,Used,99999,2017,1496,Selangor,Toyota,Avanza
22800,Used,Used,Used,Used,Selangor,Toyota,Avanza
50800,Used,Used,Used,Used,Selangor,Toyota,Avanza
24800,Used,Used,Used,Used,Selangor,Toyota,Avanza
26900,Used,89999,2010,1495,Selangor,Toyota,Avanza
56800,Used,74999,2018,1496,Selangor,Toyota,Avanza
72900,Used,59999,2021,1496,Selangor,Toyota,Avanza
43800,Used,94999,2015,1495,Kuala Lumpur,Toyota,Avanza
18588,Used,149999,2009,1298,Selangor,Toyota,Avanza
54800,Used,79999,2019,1496,Selangor,Toyota,Avanza
34800,Used,89999,2013,1495,Kuala Lumpur,Toyota,Avanza
20800,Used,94999,2010,1298,Kuala Lumpur,Toyota,Avanza
57000,Used,54999,2017,1496,Sabah,Toyota,Avanza
25500,Used,169999,2011,1495,Penang,Toyota,Avanza
26888,Used,119999,2012,1495,Selangor,Toyota,Avanza
43800,Used,Used,Used,Used,Perak,Toyota,Avanza
25800,Used,139999,2009,1495,Perak,Toyota,Avanza
59900,Used,84999,2017,1496,Sabah,Toyota,Avanza
25800,Used,179999,2009,1495,Selangor,Toyota,Avanza
46800,Used,74999,2015,1496,Kuala Lumpur,Toyota,Avanza
26900,Used,139999,2011,1495,Negeri Sembilan,Toyota,Avanza
32999,Used,99999,2012,1495,Johor,Toyota,Avanza
29800,Used,109999,2012,1495,Selangor,Toyota,Avanza
27999,Used,169999,2012,1495,Negeri Sembilan,Toyota,Avanza
26888,Used,99999,2008,1495,Selangor,Toyota,Avanza
55800,Used,49999,2018,1496,Johor,Toyota,Avanza
32500,Used,Used,Used,Used,Kuala Lumpur,Toyota,Avanza
43800,Used,139999,2014,1495,Penang,Toyota,Avanza
51800,Used,84999,2016,1496,Penang,Toyota,Avanza
37800,Used,74999,2012,1495,Selangor,Toyota,Avanza
39888,Used,54999,2013,1495,Selangor,Toyota,Avanza
31800,Used,139999,2012,1495,Selangor,Toyota,Avanza
24999,Used,109999,2009,1495,Kuala Lumpur,Toyota,Avanza
55800,Used,44999,2009,1495,Johor,Toyota,Avanza
25800,Used,159999,2010,1495,Selangor,Toyota,Avanza
25800,Used,189999,2010,1495,Selangor,Toyota,Avanza
24800,Used,149999,2009,1495,Selangor,Toyota,Avanza
27800,Used,119999,2011,1495,Penang,Toyota,Avanza
31000,New,14999,2014,1495,Selangor,Toyota,Avanza
72900,Used,64999,2021,1496,Selangor,Toyota,Avanza
33800,Used,99999,2012,1495,Kuala Lumpur,Toyota,Avanza
